fecha,mes,dia_año,temp_agua,oleaje,viento,lluvia,presion,coef_marea,fase_lunar,visibilidad_agua,dias_desde_temporal,temporada,veda_pulpo,veda_percebe,veda_lubina,captura_pulpo,captura_lubina,captura_percebe
2005-02-01,2,32,12.16969881884942,4.957316395435744,15.964012657303178,0.22274221396101163,1008.9472367713223,93,22,turbia,3,invierno,False,False,False,0.012481254183112004,2.5488372433781663,0.6127227564288814
2005-02-02,2,33,11.09732551197359,2.753282370388311,12.632589252407382,0.18900342528448155,1018.3905784860935,101,11,turbia,8,invierno,False,False,False,2.825444774053626,2.0467538231752638,0.27765240173804945
2005-02-03,2,34,10.518746953499361,0.5868878104454783,4.878379645618695,0.09619534497158216,1021.2628768572141,80,0,limpia,2,invierno,False,False,False,0.1011118922209687,0.3446122342068505,0.6411260959404316
2005-02-04,2,35,11.695693639055325,6.332506897306155,10.029048467162035,2.154424691016631,1016.5868710808433,98,17,turbia,7,invierno,False,False,False,0.35929332940793296,0.20971359658935113,0.14555073719319758
2005-02-05,2,36,10.51928274112272,1.2718011596070051,12.898396101049006,1.7749847759561566,1017.4456218087997,95,16,limpia,5,invierno,False,False,False,0.4015598690505749,0.5425838513856942,2.1355037996563153
2005-02-06,2,37,11.427543681671072,2.418140725321251,13.619539436281778,2.1741975874742137,1008.8259930681661,103,13,turbia,5,invierno,False,False,False,0.7051425061087828,4.854592160037398,0.056293694286831786
2005-02-07,2,38,10.177659452703022,3.4340267755638134,11.832987371317722,1.4090924602266408,1018.5343181657462,60,11,turbia,0,invierno,False,False,False,0.6195985978269588,1.0975134643849755,0.3498040584891046
2005-02-08,2,39,10.608570126521016,3.31595625417539,16.35828370721087,3.4020944373154482,1021.7300691146318,114,27,turbia,6,invierno,False,False,False,1.0028097073154103,0.05567545998681182,1.339870911696986
2005-02-09,2,40,11.576387537960764,1.3891126716408195,15.779239591910498,1.582262394758799,1017.0229273713572,66,0,limpia,3,invierno,False,False,False,0.6483212246736766,3.4623360478983307,0.03513908532816358
2005-02-10,2,41,11.954892954233776,2.696736085726446,15.163811638704875,5.020373465881605,1006.0160837706155,77,18,turbia,7,invierno,False,False,False,0.0027498718770734873,10.429655859304518,0.016730487608731366
2005-02-11,2,42,11.668913488253478,2.5611959939967868,18.141174428140193,1.3296969166026982,1023.1781475038764,58,3,turbia,8,invierno,False,False,False,0.915342878946042,2.0676184194223697,0.0063154997089757674
2005-02-12,2,43,11.551704282724002,2.1504859806498744,13.121458046924003,3.1275783185870547,1010.2758805317811,83,4,turbia,1,invierno,False,False,False,0.11426824239710892,3.0481695082034364,1.7407425505081786
2005-02-13,2,44,11.496136688831223,6.287239517298315,19.38395782498146,1.0463374875158886,1016.9389341344496,69,4,turbia,7,invierno,False,False,False,0.15642583300434207,0.02418964592127494,0.3642405406073759
2005-02-14,2,45,10.846079780615073,1.0866649945618814,10.184858695217521,1.1426518006271396,1019.7648813428046,52,1,limpia,7,invierno,False,False,False,0.007539301710035462,5.708734020438291,0.0069742051751089705
2005-02-15,2,46,11.358352222292696,0.8449772812103629,13.785680192254421,3.7808455260223734,1020.3980916102549,50,10,limpia,5,invierno,False,False,False,0.16553721168092095,0.11049176576489242,1.984701589477907
2005-02-16,2,47,11.571596051270928,2.763116731674168,16.274171054655824,0.22781573720370762,1005.9997159411008,109,2,turbia,2,invierno,False,False,False,1.8502197788911021,3.5322392987207274,0.13420421561590423
2005-02-17,2,48,12.540610906269148,2.815176320182394,7.325295337909034,1.6644403935212504,1015.5860862803647,99,7,turbia,4,invierno,False,False,False,0.05119563326406036,10.663749727549629,0.157970539453183
2005-02-18,2,49,12.17148719833266,3.2538854890801643,12.98449823918812,2.591711823558141,1015.2551080544131,57,1,turbia,1,invierno,False,False,False,0.6919465334583712,0.10322807302205499,0.5188858039320264
2005-02-19,2,50,10.96707370614245,0.7035079150777191,17.84699455990084,2.775956479432491,1022.1951409386326,67,3,limpia,5,invierno,False,False,False,0.245358459340811,3.6435010394900527,0.19363381947701866
2005-02-20,2,51,12.279515021173722,2.9622902669624787,13.290633551264857,1.790495038892957,1017.2936177120531,79,6,turbia,2,invierno,False,False,False,0.22525263818886507,1.121988511540767,0.7908271417176731
2005-02-21,2,52,11.914749548138806,0.31708550378740397,7.70954918705759,1.1886481173169634,1022.2405883052248,71,24,limpia,3,invierno,False,False,False,10.07114831363628,0.03434103079242856,0.1305361788474516
2005-02-22,2,53,11.800929432854783,1.4687586758304996,11.450629969146476,0.6043260175128835,1017.6995879994257,58,18,limpia,8,invierno,False,False,False,1.7705861928151607,5.37388644069332,0.5378867620550509
2005-02-23,2,54,12.635903403102796,0.942133014856706,9.619522675559786,4.803181362625494,1014.6291689771939,71,18,limpia,9,invierno,False,False,False,0.25932942120735925,2.258256991684615,0.07251935491869226
2005-02-24,2,55,12.949825303048303,4.7178908942383,16.984815596122974,0.9233978499893786,1015.9692971076907,59,6,turbia,4,invierno,False,False,False,0.24141460853279006,0.8751083816138372,0.18039932783764817
2005-02-25,2,56,12.952816114645827,0.8320358442633329,15.469148964940716,3.2088220223340973,1022.6179845855123,116,7,limpia,6,invierno,False,False,False,0.13227871788496567,3.306525890830769,3.8546662811432055
2005-02-26,2,57,11.95381586109199,2.663753958988114,8.754158891145163,0.0643556204046346,1008.5153408224937,58,13,turbia,8,invierno,False,False,False,0.5299320710961372,1.8843535389011457,0.9017031069396617
2005-02-27,2,58,12.335574402926579,0.2949290660691137,8.448127098666967,0.5283718034684638,1019.5297725506026,96,3,limpia,4,invierno,False,False,False,0.12570905487766057,0.257784891802714,2.054223635218037
2005-02-28,2,59,12.784053570136651,0.46351662284928874,12.100573297224663,0.8480265114116899,1011.861920043896,89,13,limpia,0,invierno,False,False,False,0.029395457539590542,0.339933394037922,2.7456952304472817
2005-03-01,3,60,13.235235477896962,1.217776907758122,15.125165934443103,2.2268878511291446,1010.7876045787565,85,0,limpia,1,primavera,False,False,False,0.4060199336141193,7.183960297052864,0.0027917013172803658
2005-03-02,3,61,12.427416810523368,0.5834534566440405,12.3125309520285,0.7693577152261357,1020.1171318330809,68,4,limpia,2,primavera,False,False,False,0.03024699268386223,0.019499271839543007,0.45320713222444653
2005-03-03,3,62,12.668919715376553,1.8764781433811197,16.400906172219198,0.08448726083863814,1010.584563724945,51,10,limpia,2,primavera,False,False,False,1.805180049500564,6.613446904860706,0.41916268078658214
2005-03-04,3,63,12.182269284073948,1.7197273623357197,16.262289595441672,0.38200025227237855,1016.8853735846267,94,14,limpia,0,primavera,False,False,False,1.1928425786342705,14.53044927621783,12.213873573978578
2005-03-05,3,64,12.194443395415176,0.7571840477909147,17.12921510735354,0.5999556523682218,1012.5552928892012,82,19,limpia,8,primavera,False,False,False,0.029469804980848495,0.03390546150945915,0.30924785633826496
2005-03-06,3,65,13.46610231297177,2.1340361718230945,9.346664134389068,0.3872847440283379,1003.2153165205176,113,13,turbia,8,primavera,False,False,False,1.8733047999033279,5.976488124135046,0.018157026464411467
2005-03-07,3,66,13.859052953118693,0.3170126561567686,13.896720672167467,0.45562024603773504,1017.3885799005218,75,26,limpia,3,primavera,False,False,False,1.399747576094748,0.18626405277402902,0.06442980305828326
2005-03-08,3,67,13.069107875035138,7.098011277697385,19.301730869209507,2.9303023636399197,1015.6316063647839,83,23,turbia,8,primavera,False,False,False,0.6151443544607174,0.12727385482008272,1.8734374311336923
2005-03-09,3,68,13.781701739260738,4.3838284578886455,12.312541969521602,1.062171100646646,1005.4495974279259,112,12,turbia,3,primavera,False,False,False,0.12196551581116374,0.09861995318805669,0.2307565229530679
2005-03-10,3,69,13.464074775655604,0.9801550487137077,11.74579477076266,1.0389903407291998,1011.5070522923057,77,6,limpia,7,primavera,False,False,False,0.3543950223242411,2.9869430659240708,0.031492774379011546
2005-03-11,3,70,12.927755570511014,3.5237059552844507,13.046689292798893,6.79877823468512,1005.9650394164385,55,17,turbia,2,primavera,False,False,False,0.21265657302725843,1.847516257494894,0.023821629276798987
2005-03-12,3,71,13.599602080647923,2.4634804208347854,12.946356302174237,1.1837165017392037,1018.6584494364821,60,5,turbia,8,primavera,False,False,False,0.003788187958051525,8.14889217423642,0.20219926992049023
2005-03-13,3,72,14.373706851426522,2.4759067677770212,15.485892448689041,5.252704475292345,1021.9399660135505,95,19,turbia,3,primavera,False,False,False,1.7164741876681593,14.205645671407478,0.04011903410343965
2005-03-14,3,73,13.49767219693662,0.731183400322793,12.673910885125183,0.71067481544043,1019.2474530252309,69,6,limpia,7,primavera,False,False,False,0.20979928673236029,1.1820452334762213,0.31703426338801216
2005-03-15,3,74,14.526379403698664,0.7049027684263596,6.920764499319695,1.0237398707530934,1019.9456507840005,85,8,limpia,1,primavera,False,False,False,1.5602929090926771,0.6866663728737917,0.24419397226641085
2005-03-16,3,75,12.084293742596367,0.8969801737985229,19.74125870639495,1.0093006473729087,1012.4108479716659,65,22,limpia,6,primavera,False,False,False,0.07797287420559305,0.13277023045016198,0.16525364803363743
2005-03-17,3,76,14.217931795415854,2.7074981291968636,17.02568377911211,1.579663470954869,1017.7346400555518,119,1,turbia,1,primavera,False,False,False,0.47667048339504364,19.143069544006043,0.47296743357368554
2005-03-18,3,77,13.845749572049888,1.2473902129329635,15.596327367139658,1.7553292892879726,1014.9546568492892,94,7,limpia,4,primavera,False,False,False,1.2171811156897103,5.724745994829149,16.986174950952822
2005-03-19,3,78,13.682909143229496,0.7745278270878783,14.623309841778195,0.570370461759307,1015.9265725804441,97,5,limpia,8,primavera,False,False,False,0.08358099826720486,1.2908956122539177,1.5877952008509968
2005-03-20,3,79,13.986203041297964,4.075220671566272,13.709176400526253,3.155725884334564,1019.7871573022726,53,8,turbia,4,primavera,False,False,False,0.006644156360667889,0.020424360978807694,0.5190696691970164
2005-03-21,3,80,12.807458651239465,0.7421188647732703,11.800133413006359,1.372446233332355,1020.8774371032362,97,6,limpia,3,primavera,False,False,False,0.0003256005335430349,0.3351414481421723,12.399410677034654
2005-03-22,3,81,13.937050291920832,2.393311768067951,7.489666538808363,0.014136952882943804,1013.0512180518074,116,4,turbia,7,primavera,False,False,False,0.7130166411698752,14.421813643578094,0.269368398378538
2005-03-23,3,82,14.351953989398032,1.0184352205352851,21.509755876911846,1.789746628483778,1007.9617759432248,77,23,limpia,4,primavera,False,False,False,1.5235439294062687,9.71296516899815,0.008308672918717133
2005-03-24,3,83,15.093215095737925,0.4760040624104823,15.083574428598263,3.1995637797621934,1014.0629773265357,79,22,limpia,8,primavera,False,False,False,0.028641896005971307,1.505784686242321,0.2878295854652679
2005-03-25,3,84,13.964247576245091,4.340343041681233,8.555568970559886,0.5766091665174216,1013.9036335734306,78,16,turbia,8,primavera,False,False,False,4.900188694116706,0.002298602880645997,0.2922863412872252
2005-03-26,3,85,13.858763033213874,0.6652154842090425,10.895385932318796,0.0772135028055557,1016.4229894000708,70,26,limpia,1,primavera,False,False,False,0.178705104789878,1.0001835478104997,0.00038109291218233566
2005-03-27,3,86,14.111352563639018,4.536563188732058,16.217922036094823,3.2919823914549737,1019.1649795923206,91,20,turbia,9,primavera,False,False,False,2.481946423778844,0.6949574638261719,0.0477118647469057
2005-03-28,3,87,15.030073450218655,1.754108268581284,16.13812666536515,7.482596529346255,1005.4270901725797,99,6,limpia,8,primavera,False,False,False,3.8287736709654148,5.110618087991873,4.134930612743288
2005-03-29,3,88,14.746365754248869,1.8713275004326693,12.009971750143261,0.15930673206095125,1011.6454322440426,52,15,limpia,7,primavera,False,False,False,0.5010852879655363,11.262418382816,0.0020423103793027505
2005-03-30,3,89,14.299379160396901,3.4176213531421014,10.688527628254757,5.5624294735413855,1010.1805590534128,114,25,turbia,9,primavera,False,False,False,0.24078096335799923,0.1234903172329487,0.0008134326314671932
2005-03-31,3,90,14.993133036593925,3.0275252082915434,12.71111536690282,0.8903080270579984,1021.254468943459,72,22,turbia,6,primavera,False,False,False,0.2414634794079259,1.3202554793112953,0.36253944519926057
2005-04-01,4,91,14.8111533689818,2.374223617985493,7.282333895960027,5.675393450809651,1013.958145533238,54,10,turbia,5,primavera,False,False,False,0.43891879633700714,6.8923627812382655,0.19483595920367797
2005-04-02,4,92,15.40160499379421,1.3678237459875644,13.09735963768608,2.0930227877690775,1012.435582152191,74,13,limpia,3,primavera,False,False,False,0.008850057089631411,4.033656809958931,1.187234363501364
2005-04-03,4,93,14.46645419569025,2.867099795013602,13.13990445958968,4.41899681115222,1017.6915084622328,84,2,turbia,6,primavera,False,False,False,0.4270626440975003,8.124968550152285,0.3093547163241225
2005-04-04,4,94,14.75809377606514,3.2762560050462124,21.10658785917194,3.081998622866509,1012.0349682454199,114,20,turbia,5,primavera,False,False,False,2.13428163699911,0.05598603735091317,0.09292506997449766
2005-04-05,4,95,14.786148288585453,0.4153171202287528,13.197260195467647,0.05679430464678617,1014.9240261160157,88,7,limpia,7,primavera,False,False,False,5.711124090375752,0.14051033369317145,0.4335483734835518
2005-04-06,4,96,14.20972366125715,1.8654900700252814,16.0113930049237,0.135364252474446,1024.0703560005602,67,14,limpia,0,primavera,False,False,False,0.6325582650807839,20.516775653663007,0.00015695182404408612
2005-04-07,4,97,15.33160189776118,0.1281534334071642,21.39315024193615,1.4920185892501212,1023.9314516194332,74,24,limpia,2,primavera,False,False,False,4.2530132045378,0.7386110026367544,1.024659672461518
2005-04-08,4,98,15.37631806193309,2.6243705898461456,10.730846346389175,0.2776485099261866,1012.9630783846859,50,8,turbia,7,primavera,False,False,False,0.18843021347609296,11.682191147146867,0.017194742196143736
2005-04-09,4,99,15.288146720754934,0.6927000058735062,12.50123747115692,1.2362064671469952,1014.0881909892021,111,15,limpia,1,primavera,False,False,False,4.835741581032042,1.225857596953271,8.278473505587277
2005-04-10,4,100,15.209339318351365,2.7444732056793963,12.84238354224381,6.185821531972456,1011.9048574963459,58,25,turbia,8,primavera,False,False,False,1.3230708692653157,4.222254789076218,1.0328731456669513
2005-04-11,4,101,14.565482043475239,1.7106406843894213,8.301679872678179,0.6984265248916948,1005.3706736247991,90,20,limpia,1,primavera,False,False,False,0.13585820020936906,1.437866238870069,0.05838211610062263
2005-04-12,4,102,15.226510977903477,2.4587090895063226,13.954003913450382,1.3424297778299097,1020.1809467254836,71,17,turbia,8,primavera,False,False,False,0.05505362225151837,15.707891392159228,0.6212671961869596
2005-04-13,4,103,15.337024915058366,5.324443791147463,19.653566250899665,0.969859763356809,1027.1067105833588,115,7,turbia,6,primavera,False,False,False,0.17790058867316913,0.006103607897230077,0.09958823670461762
2005-04-14,4,104,15.12458559529092,0.8540707539181225,18.382217445824878,1.9875694369415213,1012.7827528117461,94,6,limpia,3,primavera,False,False,False,0.0008068482014760406,0.06336095206876638,9.848816219592273
2005-04-15,4,105,15.57200298344966,1.7263418544096776,19.729089802638157,0.4309583224965043,1010.9160313635537,101,19,limpia,2,primavera,False,False,False,1.0469031160847706,6.522216838193903,12.035038348070376
2005-04-16,4,106,15.973532884290448,2.069818805395403,12.464794415415875,0.6020461115799424,1013.6357660182999,69,20,turbia,7,primavera,False,False,False,0.0026006599667093384,5.593561305225516,0.9750474498917631
2005-04-17,4,107,16.92462890768796,0.5897372049911488,10.483272256477779,3.9147005965610115,1015.4252302391429,61,27,limpia,9,primavera,False,False,False,0.011357898491234636,0.13001408346801918,0.4443819547297116
2005-04-18,4,108,15.958947771310507,3.4831527108874836,24.0242034827079,3.3355776207578853,1009.3223494489656,113,9,turbia,6,primavera,False,False,False,0.06195139975792223,0.04510651860789855,0.6636373088720221
2005-04-19,4,109,16.069465594896812,4.839239785727681,15.859090873967395,3.1135930984705897,1012.7076076950793,81,11,turbia,9,primavera,False,False,False,20.336420855358067,1.8438669672565549,0.267112941093109
2005-04-20,4,110,15.93043465118021,2.193254887855019,8.550501183876197,2.9473645720366664,1020.07448626969,111,11,turbia,0,primavera,False,False,False,0.010902916786703472,6.340413340514844,0.9796942498551929
2005-04-21,4,111,14.883421046228992,5.71560832293302,25.24158193879832,1.2302900056396382,1015.6369031723364,54,26,turbia,6,primavera,False,False,False,1.926326281516929,2.243980626649153,1.4822395654764917
2005-04-22,4,112,16.077754104192667,2.845025469402516,14.64008015464539,2.610466971839896,1021.3519301406449,93,26,turbia,0,primavera,False,False,False,14.082352217869094,5.317352265157094,0.37953903976435066
2005-04-23,4,113,16.188158812117816,2.0602235411008314,3.210534926239129,0.9794490452990342,1016.8238392643075,78,9,turbia,0,primavera,False,False,False,0.22763788707500462,7.183180731817593,0.4542840887618966
2005-04-24,4,114,17.68768652016165,3.6014031589477,20.818115475909547,0.21229849811801738,1009.5554136561354,82,1,turbia,4,primavera,False,False,False,29.894669046485056,0.0903327992860203,0.9971971710567772
2005-04-25,4,115,16.1513904462958,1.697202165537934,5.7585356467909214,0.9996877610554404,1012.1199301164012,62,24,limpia,9,primavera,False,False,False,1.8712995525953247,1.7409580574232386,0.11104649385718164
2005-04-26,4,116,16.50412949921537,1.5816680979432372,16.15366588551518,0.3455260768112397,1016.2420603177724,99,11,limpia,4,primavera,False,False,False,1.3759759395027353,4.3154820699866425,5.0023656999862105
2005-04-27,4,117,16.35807968601991,2.803466937933517,18.369778803324202,0.9913869903305365,1009.3870536201945,51,5,turbia,1,primavera,False,False,False,0.40222920531046574,10.624151044313166,0.08658530293549832
2005-04-28,4,118,15.732700657888785,6.480364225630906,17.72557512044045,0.7060068568814357,1008.738401335447,77,24,turbia,6,primavera,False,False,False,0.0966491524186441,0.7237941216104734,0.004968707411582032
2005-04-29,4,119,17.173880682472483,0.8351633529099517,21.224357947244407,1.8283891959368768,1009.0389972331714,67,23,limpia,2,primavera,False,False,False,0.9194689513353179,0.01849731860288105,1.0213792326777902
2005-04-30,4,120,16.992889023172776,0.569479982589546,19.06850716842042,0.89739380616577,1017.5790219390691,115,0,limpia,0,primavera,False,False,False,0.22221368230838393,1.6880686070401052,11.399650271531128
2005-05-01,5,121,17.069137412365755,2.413494667072188,22.426544226540145,2.445561563878729,1013.1687999228873,95,28,turbia,6,primavera,False,False,False,16.11471398784639,2.5632303835258603,0.06974627701300593
2005-05-02,5,122,16.10090600009227,0.19143447910500097,14.62805086790299,1.4354809884565984,1020.9122081554648,66,8,limpia,3,primavera,False,False,False,1.566658968090994,0.9603304797426828,0.3386884437148262
2005-05-03,5,123,17.539451061893445,1.342312799940801,13.345537977881728,5.038804360188405,1010.5178980852668,82,24,limpia,3,primavera,False,False,False,0.5977938641102186,13.66777485571842,0.4706147607444872
2005-05-04,5,124,15.9071004312193,1.7868819380154202,13.61338970435318,0.19087633375949375,1002.7129986602307,82,19,limpia,2,primavera,False,False,False,0.11125518028701517,7.4416951515345975,0.6112747644212254
2005-05-05,5,125,17.14994756448675,1.1924028555559414,20.494590286803717,2.3276408752172117,1014.3464744059839,79,15,limpia,6,primavera,False,False,False,1.7815388847231035,2.6582990041305172,1.0059122506273444
2005-05-06,5,126,18.160899864613082,4.601326092695668,12.442484866070657,2.2319047916433186,1023.2377751519691,71,16,turbia,1,primavera,False,False,False,2.4955025674455897,3.124001494768544,0.0806498973896324
2005-05-07,5,127,16.300254358105235,4.408827132342354,18.389616833970155,6.016684792512048,1015.172847084743,102,19,turbia,6,primavera,False,False,False,19.646253576237,0.12624554619182266,0.0007515744821067758
2005-05-08,5,128,16.601889454094277,6.163096107807627,11.560380267290078,0.9290035589726834,1008.1395337843356,95,5,turbia,9,primavera,False,False,False,9.998074919958333,0.6661563811585013,0.2842439719026373
2005-05-09,5,129,17.047679169838805,1.9002050984522778,11.632712787239104,0.7289476086140964,1006.8786170189662,93,3,limpia,7,primavera,False,False,False,0.07916970023719984,3.959995164823984,19.220595712895083
2005-05-10,5,130,16.73113784144453,2.1454631717904844,19.73713838813025,0.3784348233979652,1020.9895095696174,83,8,turbia,1,primavera,False,False,False,20.411961458874448,9.873716753183832,0.11524569417704007
2005-05-11,5,131,16.147261248896072,1.2464774142114028,16.746663400649993,0.6165547894616547,1010.9628161427904,77,19,limpia,7,primavera,False,False,False,3.0467807597492653,5.800255545730925,0.0766455597603435
2005-05-12,5,132,17.16232118916672,4.00924129218676,6.361432937286246,1.3938717883803997,1022.7089766382826,84,25,turbia,6,primavera,False,False,False,21.825954688220364,0.14424179398978698,1.8984006215037625
2005-05-13,5,133,16.52640039879145,0.4081752360742182,11.584739733152649,3.6367773437057216,1018.2704672442565,117,7,limpia,9,primavera,False,False,False,2.397389095202724,5.331768832355712,3.3959939101273995
2005-05-14,5,134,17.489599811079813,1.368732872917776,4.71658041986751,0.6689509526948664,1011.1521564279766,58,17,limpia,7,primavera,False,False,False,1.3941295107454024,2.838804751142315,0.05690809713580774
2005-05-15,5,135,16.694501695489162,4.10319807407268,13.497886960791774,0.34333807375731074,1020.8356842215582,71,11,turbia,2,primavera,False,False,False,0.7612056797126322,0.03282415128643095,0.001250002226507534
2005-05-16,5,136,18.21586685622018,1.6412468879904107,13.906296721549426,0.6352614352281231,1010.3805142336837,110,6,limpia,5,primavera,False,False,False,0.0026733722166703837,1.3190532845324512,3.6961233276450556
2005-05-17,5,137,16.854730530061488,1.184111826834085,13.103835438249103,0.2127820373952288,1007.763314437775,74,7,limpia,0,primavera,False,False,False,0.013282075699489006,6.614078592896402,0.003977681940689385
2005-05-18,5,138,17.169236712814506,0.984558539156641,19.825970473885,5.226264277458923,1010.6662730332778,90,21,limpia,6,primavera,False,False,False,3.306315234832116,0.7482801876848987,2.172424423888351
